,stressor,Gene_set_Term,Genes
416,IL1BIFNG,Reactome_2022_MyD88-independent TLR4 Cascade R-HSA-166166,RIPK2;UBE2D3;NLRC5;TANK;USP18;NFKB1;NFKB2;NFKBIA;UBB;UBC;IRF7;MAP3K8;BIRC3
417,IL1BIFNG,Reactome_2022_SARS-CoV-2 Infection R-HSA-9694516,HSP90AA1;RIPK2;STAT1;YWHAB;STAT2;HLA-B;HLA-C;RPS27L;ISG15;HLA-A;HLA-F;PARP14;PARP9;HLA-E;IFIH1;UBB;CTSL;UBC;SNRPG;IRF7;B2M;JAK1
418,IL1BIFNG,Reactome_2022_Interleukin-27 Signaling R-HSA-9020956,STAT1;STAT3;IL6ST;JAK2;JAK1
419,IL1BIFNG,Reactome_2022_Transcriptional Regulation By RUNX1 R-HSA-8878171,LMO1;PCGF5;PSMB8;PSMB10;PML;PSMB9;MOV10;SOCS3;PSMA3;PSMA4;PSMB2;UBB;CTSL;PSMA2;PSMB3;UBC;PSME1;PSME2
420,IL1BIFNG,Reactome_2022_G1/S Transition R-HSA-69206,CDKN1A;MAX;PSMB10;PSMB8;PSMB9;PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2
421,IL1BIFNG,Reactome_2022_Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927,BTC;SOCS3;PTPN1;UBB;EPAS1;UBC;STAT3;STAP2;HIF1A
422,IL1BIFNG,Reactome_2022_Interleukin-35 Signaling R-HSA-8984722,STAT1;STAT3;IL6ST;JAK2;JAK1
423,IL1BIFNG,Reactome_2022_MAPK1/MAPK3 Signaling R-HSA-5684996,DUSP5;YWHAB;PPP2R5B;PSMB8;PSMB10;PSMB9;RBX1;BTC;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;PPP2R5E;UBC;PSME1;PSME2;JAK2;IL6ST;JAK1
424,IL1BIFNG,Reactome_2022_Synthesis Of DNA R-HSA-69239,PSMB10;PSMB8;RBX1;PSMB9;PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2
425,IL1BIFNG,Reactome_2022_SARS-CoV-2-host Interactions R-HSA-9705683,HSP90AA1;RIPK2;STAT1;YWHAB;STAT2;HLA-B;HLA-C;RPS27L;ISG15;HLA-A;HLA-F;HLA-E;IFIH1;SNRPG;IRF7;B2M;JAK1
426,IL1BIFNG,Reactome_2022_Death Receptor Signaling R-HSA-73887,PSENEN;RIPK2;SPPL2A;CFLAR;TANK;NFKB1;TNFRSF1A;NFKBIA;CYLD;UBB;UBC;TNFSF10;RBCK1;BIRC3
427,IL1BIFNG,Reactome_2022_PTEN Regulation R-HSA-6807070,PSMB10;PML;PSMB8;PSMB9;MOV10;PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2
428,IL1BIFNG,Reactome_2022_Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,RIPK2;UBE2D3;NLRC5;TANK;USP18;NFKB1;NFKB2;NFKBIA;SOCS1;UBB;UBC;IRF7;MAP3K8;BIRC3
429,IL1BIFNG,Reactome_2022_DEx/H-box Helicases Activate Type I IFN And Inflammatory Cytokines Production R-HSA-3134963,DHX36;IRF7;NFKB1;NFKB2
430,IL1BIFNG,Reactome_2022_Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426,CSF1;SHISA5;PDIA6;CP;HSP90B1;RCN1;VGF;NUCB1;SCG3;QSOX1;TIMP1;P4HB;APOL1
431,IL1BIFNG,Reactome_2022_S Phase R-HSA-69242,CDKN1A;MAX;PSMB10;PSMB8;RBX1;PSMB9;PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2
432,IL1BIFNG,Reactome_2022_G2/M Transition R-HSA-69275,CDKN1A;HSP90AA1;PSMB10;PSMB8;RBX1;PSMB9;PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2;OPTN
433,IL1BIFNG,Reactome_2022_Mitotic G2-G2/M Phases R-HSA-453274,CDKN1A;HSP90AA1;PSMB10;PSMB8;RBX1;PSMB9;PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2;OPTN
434,IL1BIFNG,Reactome_2022_RAF/MAP Kinase Cascade R-HSA-5673001,DUSP5;YWHAB;PPP2R5B;PSMB8;PSMB10;PSMB9;RBX1;BTC;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;PPP2R5E;UBC;PSME1;PSME2;JAK2;JAK1
435,IL1BIFNG,Reactome_2022_MAPK Family Signaling Cascades R-HSA-5683057,DUSP5;YWHAB;PPP2R5B;PSMB8;PSMB10;PSMB9;RBX1;BTC;MOV10;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;PPP2R5E;UBC;PSME1;PSME2;JAK2;IL6ST;JAK1
436,IL1BIFNG,Reactome_2022_Assembly Of Pre-Replicative Complex R-HSA-68867,PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2;PSMB10;PSMB8;PSMB9
437,IL1BIFNG,Reactome_2022_Interleukin-6 Family Signaling R-HSA-6783589,SOCS3;STAT1;STAT3;IL6ST;JAK2;JAK1
438,IL1BIFNG,Reactome_2022_G2/M Checkpoints R-HSA-69481,YWHAB;PSMB10;PSMB8;PSMB9;PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;RBBP8;PSME2
439,IL1BIFNG,Reactome_2022_Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949,NFKBIA;UBB;DHX36;UBC;IRF7;TRIM21;NFKB1;TRIM56;NFKB2
440,IL1BIFNG,Reactome_2022_Separation Of Sister Chromatids R-HSA-2467813,PPP2R5B;RANGAP1;PSMB10;PSMB8;PSMB9;PSMA3;PSMA4;UBB;PSMB2;PPP2R5E;PSMA2;PSMB3;UBC;PSME1;PSME2
441,IL1BIFNG,Reactome_2022_p75NTR Signals Via NF-kB R-HSA-193639,NFKBIA;UBB;RIPK2;UBC;NFKB1
442,IL1BIFNG,Reactome_2022_Interleukin-20 Family Signaling R-HSA-8854691,SOCS3;STAT1;STAT2;STAT3;JAK2;JAK1
443,IL1BIFNG,Reactome_2022_Disorders Of Transmembrane Transporters R-HSA-5619115,ERLIN1;DERL1;CP;PSMB10;PSMB8;PSMB9;PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2
444,IL1BIFNG,Reactome_2022_MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,NFKBIA;UBB;RIPK2;UBC;IRF7;NLRC5;MAP3K8;TANK;USP18;NFKB1;NFKB2
445,IL1BIFNG,Reactome_2022_PIP3 Activates AKT Signaling R-HSA-1257604,CDKN1A;PPP2R5B;PSMB8;PSMB10;PML;PSMB9;BTC;MOV10;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;PPP2R5E;UBC;PSME1;PSME2;IER3
446,IL1BIFNG,Reactome_2022_Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,NFKBIA;UBB;RIPK2;UBC;IRF7;NLRC5;MAP3K8;TANK;USP18;NFKB1;NFKB2
447,IL1BIFNG,Reactome_2022_Signal Transduction R-HSA-162582,CDKN1A;CXCL9;CXCL8;YWHAB;WWC1;UBE2D3;SPPL2A;CXCL3;CXCL2;CX3CL1;CXCL16;ACTG1;RND1;GRM4;PPP2R5E;EPSTI1;TNFSF10;FLOT1;MUC13;JAK2;IFT57;IER3;JAK1;PSENEN;DUSP5;HSP90AA1;ATP6V1G1;RIPK2;ITGA3;PPP2R5B;RANGAP1;SSTR2;RBX1;TNFRSF1A;UHMK1;BTC;PSMA3;PSMA4;SPINT1;ELF3;VGF;PSMA2;ALDH1A1;PSME1;PSME2;RBCK1;IL6ST;PFN1;FKBP5;BIRC3;CD274;USP15;EPAS1;HIF1A;TANK;PSMB10;MYL12B;SOCS3;GNG10;SOCS1;GNG5;PSMB2;UBB;PSMB3;UBD;UBC;CTNNA1;STOM;STAP2;SKIL;CHGA;LYN;IL32;PTPN1;STAT1;STAT3;ARPC5;CFLAR;PSMB8;NFKB1;PML;PSMB9;NFKBIA;MOV10;CYLD;CXCL10;CXCL11;LPAR6;ID1;P4HB;PTPN2;CDC42SE2
448,IL1BIFNG,Reactome_2022_Regulation Of NF-kappa B Signaling R-HSA-9758274,UBB;UBC;NLRC5;TANK;USP18
449,IL1BIFNG,Reactome_2022_Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,NFKBIA;UBB;RIPK2;UBC;IRF7;NLRC5;MAP3K8;TANK;USP18;NFKB1;NFKB2
450,IL1BIFNG,Reactome_2022_Chemokine Receptors Bind Chemokines R-HSA-380108,CXCL10;CXCL9;CXCL11;CXCL8;CXCL3;CXCL2;CX3CL1;CXCL16
451,IL1BIFNG,Reactome_2022_Cytoprotection By HMOX1 R-HSA-9707564,HELZ2;COX7B;HM13;STAT3;TXNIP;COX14;STAP2;NFE2L2
452,IL1BIFNG,Reactome_2022_Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,RPS27L;PSMB10;PSMB8;RBX1;PSMB9;PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2
453,IL1BIFNG,Reactome_2022_DNA Replication Pre-Initiation R-HSA-69002,PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2;PSMB10;PSMB8;PSMB9
454,IL1BIFNG,Reactome_2022_Interleukin-12 Signaling R-HSA-9020591,GSTO1;HNRNPA2B1;PSME2;P4HB;JAK2;PPIA;JAK1
455,IL1BIFNG,Reactome_2022_Metallothioneins Bind Metals R-HSA-5661231,MT2A;MT1F;MT1X;MT1E
456,IL1BIFNG,Reactome_2022_MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,NFKBIA;SOCS1;UBB;RIPK2;UBC;NLRC5;MAP3K8;TANK;USP18;NFKB1;NFKB2
457,IL1BIFNG,Reactome_2022_MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,NFKBIA;UBB;RIPK2;UBC;NLRC5;MAP3K8;TANK;USP18;NFKB1;NFKB2
458,IL1BIFNG,Reactome_2022_DNA Replication R-HSA-69306,PSMB10;PSMB8;RBX1;PSMB9;PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2
459,IL1BIFNG,Reactome_2022_TCF Dependent Signaling In Response To WNT R-HSA-201681,PPP2R5B;PSMB8;PSMB10;PSMB9;RBX1;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;PPP2R5E;UBC;PSME1;PSME2
460,IL1BIFNG,Reactome_2022_TICAM1-dependent Activation Of IRF3/IRF7 R-HSA-9013973,UBB;UBC;IRF7;TANK
461,IL1BIFNG,Reactome_2022_Signaling By WNT R-HSA-195721,PPP2R5B;PSMB8;PSMB10;PSMB9;RBX1;MOV10;GNG10;PSMA3;PSMA4;PSMB2;UBB;GNG5;PSMA2;PSMB3;PPP2R5E;UBC;PSME1;PSME2;PFN1
462,IL1BIFNG,Reactome_2022_Cell Cycle Checkpoints R-HSA-69620,CDKN1A;YWHAB;PPP2R5B;RANGAP1;PSMB8;PSMB10;PSMB9;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;PPP2R5E;UBC;PSME1;RBBP8;PSME2
463,IL1BIFNG,Reactome_2022_TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,NFKBIA;UBB;RIPK2;UBC;NLRC5;MAP3K8;TANK;USP18;NFKB1;NFKB2
464,IL1BIFNG,Reactome_2022_NF-kB Is Activated And Signals Survival R-HSA-209560,NFKBIA;UBB;UBC;NFKB1
465,IL1BIFNG,Reactome_2022_Trafficking And Processing Of Endosomal TLR R-HSA-1679131,CTSL;CTSS;HSP90B1;LGMN
466,IL1BIFNG,Reactome_2022_Signaling By ROBO Receptors R-HSA-376176,RPS27L;PSMB8;PSMB10;PSMB9;RBX1;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;UBC;PSME1;PSME2;PFN1
467,IL1BIFNG,Reactome_2022_Intracellular Signaling By Second Messengers R-HSA-9006925,CDKN1A;PPP2R5B;PSMB8;PSMB10;PML;PSMB9;BTC;MOV10;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;PPP2R5E;UBC;PSME1;PSME2;IER3
468,IL1BIFNG,Reactome_2022_Response To Metal Ions R-HSA-5660526,MT2A;MT1F;MT1X;MT1E
469,IL1BIFNG,Reactome_2022_TRAF6 Mediated NF-kB Activation R-HSA-933542,IFIH1;NFKBIA;TANK;NFKB1;NFKB2
470,IL1BIFNG,"Reactome_2022_Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643",CYLD;RIPK2;CASP4;TXNIP;NFKB1;BIRC3;NFKB2
471,IL1BIFNG,Reactome_2022_TNFR1-induced NFkappaB Signaling Pathway R-HSA-5357956,CYLD;RBCK1;TANK;TNFRSF1A;BIRC3
472,IL1BIFNG,Reactome_2022_Regulation Of Innate Immune Responses To Cytosolic DNA R-HSA-3134975,UBB;UBC;TRIM21;TRIM56
473,IL1BIFNG,Reactome_2022_IkBA Variant Leads To EDA-ID R-HSA-5603029,NFKBIA;NFKB1;NFKB2
474,IL1BIFNG,Reactome_2022_Modulation By Mtb Of Host Immune System R-HSA-9637628,UBB;UBC;B2M
475,IL1BIFNG,Reactome_2022_Negative Regulation Of MAPK Pathway R-HSA-5675221,DUSP5;UBB;YWHAB;PPP2R5E;UBC;PPP2R5B
476,IL1BIFNG,Reactome_2022_MAP3K8 (TPL2)-dependent MAPK1/3 Activation R-HSA-5684264,UBB;UBC;MAP3K8;NFKB1
477,IL1BIFNG,Reactome_2022_Protein Ubiquitination R-HSA-8852135,UBB;UBA6;UBE2D3;UBC;HLA-B;DERL1;HLA-A;UBE2Z
478,IL1BIFNG,Reactome_2022_Activation Of IRF3/IRF7 Mediated By TBK1/IKK Epsilon R-HSA-936964,UBB;UBC;IRF7;TANK
479,IL1BIFNG,Reactome_2022_TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway R-HSA-5676594,CD40;TNFRSF12A;TANK;BIRC3
480,IL1BIFNG,Reactome_2022_Mitotic Anaphase R-HSA-68882,PPP2R5B;RANGAP1;PSMB8;PSMB10;PSMB9;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;PPP2R5E;UBC;PSME1;PSME2
481,IL1BIFNG,Reactome_2022_Mitotic Metaphase And Anaphase R-HSA-2555396,PPP2R5B;RANGAP1;PSMB8;PSMB10;PSMB9;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;PPP2R5E;UBC;PSME1;PSME2
482,IL1BIFNG,Reactome_2022_Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795,UBB;STAT1;UBE2D3;UBC;SKIL
483,IL1BIFNG,Reactome_2022_Signaling By MET R-HSA-6806834,PTPN1;SPINT1;UBB;ITGA3;UBC;STAT3;PTPN2
484,IL1BIFNG,Reactome_2022_Nicotinamide Salvaging R-HSA-197264,NNMT;NAMPT;PARP14;PARP9
485,IL1BIFNG,Reactome_2022_Signaling By KIT In Disease R-HSA-9669938,LYN;STAT1;STAT3;JAK2
486,IL1BIFNG,"Reactome_2022_TICAM1, RIP1-mediated IKK Complex Recruitment R-HSA-168927",UBB;UBE2D3;UBC;BIRC3
487,IL1BIFNG,Reactome_2022_ATF6 (ATF6-alpha) Activates Chaperone Genes R-HSA-381183,HSPA5;CALR;HSP90B1
488,IL1BIFNG,Reactome_2022_Interleukin-1 Processing R-HSA-448706,GSDMD;NFKB1;NFKB2
489,IL1BIFNG,Reactome_2022_Interleukin-23 Signaling R-HSA-9020933,STAT3;P4HB;JAK2
490,IL1BIFNG,Reactome_2022_Interleukin-9 Signaling R-HSA-8985947,STAT1;STAT3;JAK1
491,IL1BIFNG,Reactome_2022_MAPK1 (ERK2) Activation R-HSA-112411,IL6ST;JAK2;JAK1
492,IL1BIFNG,Reactome_2022_Regulation Of PTEN Localization R-HSA-8948747,UBB;UBC;PML
493,IL1BIFNG,Reactome_2022_Platelet Degranulation R-HSA-114608,LGALS3BP;HSPA5;TMSB4X;ENDOD1;SERPING1;SCG3;QSOX1;TIMP1;PFN1;PPIA
494,IL1BIFNG,Reactome_2022_Oncogene Induced Senescence R-HSA-2559585,MOV10;UBB;UBC;ID1;ETS2
495,IL1BIFNG,Reactome_2022_Chaperone Mediated Autophagy R-HSA-9613829,HSPA8;HSP90AA1;UBB;UBC
496,IL1BIFNG,Reactome_2022_Nervous System Development R-HSA-9675108,RPS27L;PSMB10;MYL12B;ACTG1;RND1;SDCBP;PSMB2;UBB;PSMB3;UBC;LYN;PSENEN;HSPA8;HSP90AA1;CD72;ARPC5;PSMB8;PSMB9;RBX1;PSMA3;PSMA4;PSMA2;PSME1;PSME2;UTRN;PFN1
497,IL1BIFNG,Reactome_2022_Costimulation By CD28 Family R-HSA-388841,LYN;CD274;PPP2R5E;PPP2R5B;HLA-DRA;MAP3K8;TNFRSF14
498,IL1BIFNG,Reactome_2022_Axon Guidance R-HSA-422475,RPS27L;PSMB10;MYL12B;ACTG1;RND1;SDCBP;PSMB2;UBB;PSMB3;UBC;LYN;PSENEN;HSPA8;HSP90AA1;CD72;ARPC5;PSMB8;PSMB9;RBX1;PSMA3;PSMA4;PSMA2;PSME1;PSME2;PFN1
499,IL1BIFNG,Reactome_2022_Interleukin-21 Signaling R-HSA-9020958,STAT1;STAT3;JAK1
500,IL1BIFNG,Reactome_2022_MAPK3 (ERK1) Activation R-HSA-110056,IL6ST;JAK2;JAK1
501,IL1BIFNG,Reactome_2022_STAT3 Nuclear Events Downstream Of ALK Signaling R-HSA-9701898,CD274;STAT3;HIF1A
502,IL1BIFNG,Reactome_2022_Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,LGALS3BP;HSPA5;TMSB4X;ENDOD1;SERPING1;SCG3;QSOX1;TIMP1;PFN1;PPIA
503,IL1BIFNG,Reactome_2022_Negative Regulation Of MET Activity R-HSA-6807004,PTPN1;UBB;UBC;PTPN2
504,IL1BIFNG,Reactome_2022_N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668,PDIA3;UBB;UBC;DERL1;CALR
505,IL1BIFNG,Reactome_2022_Unfolded Protein Response (UPR) R-HSA-381119,CEBPB;CXCL8;HSPA5;PPP2R5B;CALR;PDIA6;ATF3;HSP90B1
506,IL1BIFNG,Reactome_2022_ATF6 (ATF6-alpha) Activates Chaperones R-HSA-381033,HSPA5;CALR;HSP90B1
507,IL1BIFNG,Reactome_2022_CASP8 Activity Is Inhibited R-HSA-5218900,TNFSF10;CFLAR;TANK
508,IL1BIFNG,Reactome_2022_Dimerization Of Procaspase-8 R-HSA-69416,TNFSF10;CFLAR;TANK
509,IL1BIFNG,Reactome_2022_Pexophagy R-HSA-9664873,UBB;EPAS1;UBC
510,IL1BIFNG,Reactome_2022_Regulation Of BACH1 Activity R-HSA-9708530,UBB;UBC;RBX1
511,IL1BIFNG,Reactome_2022_Signaling By Leptin R-HSA-2586552,SOCS3;STAT3;JAK2
512,IL1BIFNG,Reactome_2022_IKK Complex Recruitment Mediated By RIP1 R-HSA-937041,UBB;UBE2D3;UBC;BIRC3
513,IL1BIFNG,Reactome_2022_RAF-independent MAPK1/3 Activation R-HSA-112409,DUSP5;IL6ST;JAK2;JAK1
514,IL1BIFNG,Reactome_2022_Intrinsic Pathway For Apoptosis R-HSA-109606,GSDMD;CASP7;YWHAB;STAT3;NMT1;PMAIP1
515,IL1BIFNG,Reactome_2022_E3 Ubiquitin Ligases Ubiquitinate Target Proteins R-HSA-8866654,UBB;UBE2D3;UBC;HLA-B;DERL1;HLA-A
516,IL1BIFNG,Reactome_2022_Ovarian Tumor Domain Proteases R-HSA-5689896,IFIH1;UBB;TNIP1;RIPK2;UBC
517,IL1BIFNG,Reactome_2022_Signaling By EGFR In Cancer R-HSA-1643713,BTC;HSP90AA1;UBB;UBC
518,IL1BIFNG,Reactome_2022_Butyrophilin (BTN) Family Interactions R-HSA-8851680,BTN3A1;BTN3A3;BTN3A2
519,IL1BIFNG,Reactome_2022_Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,GSDMD;TXNIP;NFKB1;NFKB2
520,IL1BIFNG,Reactome_2022_Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782,HSP90AA1;FTH1;CALR;APOL1;HSP90B1
521,IL1BIFNG,Reactome_2022_Iron Uptake And Transport R-HSA-917937,ATP6V1G1;UBB;FTH1;UBC;LCN2;CP
522,IL1BIFNG,Reactome_2022_TNFR1-induced Proapoptotic Signaling R-HSA-5357786,CYLD;TANK;TNFRSF1A
523,IL1BIFNG,Reactome_2022_p75NTR Recruits Signaling Complexes R-HSA-209543,UBB;RIPK2;UBC
524,IL1BIFNG,Reactome_2022_Transport Of Small Molecules R-HSA-382551,SLC43A2;DERL1;SLC5A4;PSMB10;GNG10;GNG5;PSMB2;UBB;PSMB3;FTH1;UBC;STOM;SLC12A7;SLC38A4;ATP6V1G1;ERLIN1;LSR;SLC50A1;ATP1B1;CP;SLC39A14;PSMB8;PSMB9;PSMA3;PSMA4;PSMA2;PSME1;LCN2;PSME2;P4HB
525,IL1BIFNG,Reactome_2022_Attenuation Phase R-HSA-3371568,HSPA8;HSP90AA1;UBB;HSBP1
526,IL1BIFNG,Reactome_2022_Calnexin/calreticulin Cycle R-HSA-901042,PDIA3;UBB;UBC;CALR
527,IL1BIFNG,Reactome_2022_Infection With Mycobacterium Tuberculosis R-HSA-9635486,RNF213;UBB;UBC;B2M
528,IL1BIFNG,Reactome_2022_Pyroptosis R-HSA-5620971,GSDMD;IRF1;CASP4;IRF2
529,IL1BIFNG,Reactome_2022_Signaling By SCF-KIT R-HSA-1433557,LYN;SOCS1;STAT1;STAT3;JAK2
530,IL1BIFNG,Reactome_2022_Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,CDKN1A;CEBPB;CXCL8;UBB;UBC;STAT3;NFKB1
531,IL1BIFNG,Reactome_2022_FLT3 Signaling In Disease R-HSA-9682385,CDKN1A;UBB;UBC;ETV6
532,IL1BIFNG,Reactome_2022_Methylation R-HSA-156581,NNMT;GSTO1;MAT2B
533,IL1BIFNG,"Reactome_2022_Platelet Activation, Signaling And Aggregation R-HSA-76002",LYN;LGALS3BP;PTPN1;HSPA5;ENDOD1;GNG10;GNG5;TMSB4X;SERPING1;QSOX1;SCG3;TIMP1;PFN1;PPIA
534,IL1BIFNG,Reactome_2022_Budding And Maturation Of HIV Virion R-HSA-162588,UBB;UBC;PPIA;CHMP5
535,IL1BIFNG,Reactome_2022_Downregulation Of ERBB2 Signaling R-HSA-8863795,BTC;HSP90AA1;UBB;UBC
536,IL1BIFNG,Reactome_2022_PTK6 Expression R-HSA-8849473,EPAS1;HIF1A
537,IL1BIFNG,Reactome_2022_Regulation Of HMOX1 Expression And Activity R-HSA-9707587,HM13;NFE2L2
538,IL1BIFNG,Reactome_2022_Cyclin D Associated Events In G1 R-HSA-69231,LYN;CDKN1A;UBB;UBC;JAK2
539,IL1BIFNG,Reactome_2022_Synthesis Of Active Ubiquitin: Roles Of E1 And E2 Enzymes R-HSA-8866652,UBB;UBA6;UBC;UBE2Z
540,IL1BIFNG,Reactome_2022_Translation Of Structural Proteins R-HSA-9683701,UBB;UBC;PARP14;PARP9
541,IL1BIFNG,Reactome_2022_DNA Damage Bypass R-HSA-73893,UBB;UBC;UBE2L6;ISG15;RBX1
542,IL1BIFNG,Reactome_2022_Caspase Activation Via Death Receptors In Presence Of Ligand R-HSA-140534,TNFSF10;CFLAR;TANK
543,IL1BIFNG,Reactome_2022_NRIF Signals Cell Death From Nucleus R-HSA-205043,PSENEN;UBB;UBC
544,IL1BIFNG,Reactome_2022_NLRP3 Inflammasome R-HSA-844456,TXNIP;NFKB1;NFKB2
545,IL1BIFNG,Reactome_2022_Nicotinate Metabolism R-HSA-196807,NNMT;NAMPT;PARP14;PARP9
546,IL1BIFNG,Reactome_2022_Signaling By NOTCH3 R-HSA-9012852,PSENEN;UBB;STAT1;WWC1;UBC
547,IL1BIFNG,Reactome_2022_Circadian Clock R-HSA-400253,HELZ2;UBB;NAMPT;UBC;CREM;HIF1A
548,IL1BIFNG,Reactome_2022_PERK Regulates Gene Expression R-HSA-381042,CEBPB;CXCL8;HSPA5;ATF3
549,IL1BIFNG,Reactome_2022_RAF Activation R-HSA-5673000,YWHAB;PPP2R5E;PPP2R5B;JAK2
550,IL1BIFNG,Reactome_2022_Termination Of Translesion DNA Synthesis R-HSA-5656169,UBB;UBC;UBE2L6;ISG15
551,IL1BIFNG,Reactome_2022_IL-6-type Cytokine Receptor Ligand Interactions R-HSA-6788467,IL6ST;JAK2;JAK1
552,IL1BIFNG,Reactome_2022_RIP-mediated NFkB Activation Via ZBP1 R-HSA-1810476,NFKBIA;NFKB1;NFKB2
553,IL1BIFNG,"Reactome_2022_Tristetraprolin (TTP, ZFP36) Binds And Destabilizes mRNA R-HSA-450513",ZFP36;XRN1;YWHAB
554,IL1BIFNG,Reactome_2022_APOBEC3G Mediated Resistance To HIV-1 R-HSA-180689,APOBEC3G;PPIA
555,IL1BIFNG,Reactome_2022_Scavenging By Class F Receptors R-HSA-3000484,HSP90AA1;CALR
556,IL1BIFNG,Reactome_2022_trans-Golgi Network Vesicle Budding R-HSA-199992,VAMP8;HSPA8;FTH1;CTSZ;AP3B1;GNS
557,IL1BIFNG,Reactome_2022_Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793,UBB;STAT1;UBE2D3;UBC;SKIL
558,IL1BIFNG,Reactome_2022_Cellular Senescence R-HSA-2559583,MOV10;CDKN1A;CEBPB;CXCL8;UBB;UBC;ID1;STAT3;ETS2;NFKB1
559,IL1BIFNG,Reactome_2022_NOD1/2 Signaling Pathway R-HSA-168638,CYLD;RIPK2;CASP4;BIRC3
560,IL1BIFNG,Reactome_2022_SARS-CoV-1 Infection R-HSA-9678108,UBB;CTSL;UBC;PARP9;PARP14
561,IL1BIFNG,Reactome_2022_Assembly Of HIV Virion R-HSA-175474,UBB;UBC;PPIA
562,IL1BIFNG,Reactome_2022_Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382,HSP90AA1;UBB;UBC
563,IL1BIFNG,Reactome_2022_Lysosome Vesicle Biogenesis R-HSA-432720,VAMP8;HSPA8;CTSZ;GNS
564,IL1BIFNG,Reactome_2022_Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,GSTO1;HNRNPA2B1;PSME2;PPIA
565,IL1BIFNG,Reactome_2022_Potential Therapeutics For SARS R-HSA-9679191,HSP90AA1;STAT2;ATP1B1;JAK2;RBX1;NFE2L2;JAK1
566,IL1BIFNG,Reactome_2022_Hemostasis R-HSA-109582,LYN;LGALS3BP;PTPN1;CD74;HSPA5;ITGA3;ENDOD1;PPP2R5B;ATP1B1;EHD1;GNG10;GNG5;PPP2R5E;TMSB4X;IRF1;IRF2;SERPING1;QSOX1;SCG3;TIMP1;CD47;JAK2;PFN1;PPIA
567,IL1BIFNG,"Reactome_2022_GABA Synthesis, Release, Reuptake And Degradation R-HSA-888590",HSPA8;GAD1;STXBP1
568,IL1BIFNG,Reactome_2022_Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371,CEBPB;STAT3;RBX1
569,IL1BIFNG,Reactome_2022_Scavenging By Class A Receptors R-HSA-3000480,FTH1;CALR;HSP90B1
